,genre_list
"['Sport', 'Strategy', 'Card & Board Game']",1
"['Strategy', 'Tactical', ""Hack and slash/Beat 'em up"", 'Indie']",1
"['Shooter', 'Puzzle', 'Simulator', 'Strategy', 'Adventure', 'Indie']",1
"['Shooter', 'Simulator', 'Sport', 'Strategy']",1
"['Puzzle', 'Sport', 'Strategy', 'Adventure']",1
"['Shooter', 'Role-playing (RPG)', 'Simulator', 'Tactical', 'Indie']",1
"['Platform', 'Puzzle', 'Simulator', 'Sport']",1
"['Puzzle', 'Role-playing (RPG)', 'Simulator', 'Strategy']",1
"['Shooter', 'Platform', 'Puzzle', 'Racing', 'Strategy', ""Hack and slash/Beat 'em up""]",1
"['Role-playing (RPG)', 'Simulator', 'Strategy', 'Turn-based strategy (TBS)', 'Adventure', 'Indie', 'Card & Board Game']",1
"['Role-playing (RPG)', 'Simulator', 'Sport', 'Strategy']",1
"['Simulator', 'Sport', 'Strategy', 'Adventure']",1
"['Shooter', 'Simulator', 'Sport', 'Strategy', 'Tactical']",1
"['Platform', 'Puzzle', 'Racing', 'Adventure']",1
"['Fighting', 'Platform', ""Hack and slash/Beat 'em up"", 'Indie']",1
"['Shooter', 'Turn-based strategy (TBS)', 'Adventure', 'Indie']",1
"['Fighting', 'Shooter', 'Puzzle']",1
"['Shooter', 'Platform', 'Puzzle', 'Racing', 'Role-playing (RPG)', 'Strategy', 'Indie', 'Arcade']",1
"['Puzzle', 'Strategy', ""Hack and slash/Beat 'em up"", 'Arcade']",1
"['Platform', 'Puzzle', 'Strategy', ""Hack and slash/Beat 'em up"", 'Arcade']",1
"['Point-and-click', 'Fighting', 'Adventure']",1
"['Shooter', 'Racing', 'Strategy', 'Indie']",1
"['Point-and-click', 'Shooter', 'Adventure', 'Visual Novel']",1
"['Real Time Strategy (RTS)', 'Role-playing (RPG)', 'Strategy', 'Adventure', 'MOBA']",1
"['Simulator', 'Pinball', 'Adventure']",1
"['Puzzle', 'Simulator', 'Indie', 'Card & Board Game']",1
"['Platform', 'Puzzle', 'Strategy', 'Indie', 'Arcade']",1
"['Real Time Strategy (RTS)', 'Role-playing (RPG)', 'Strategy', 'MOBA']",1
"['Point-and-click', 'Strategy', 'Card & Board Game']",1
"['Fighting', 'Shooter', 'Real Time Strategy (RTS)', 'Simulator', 'Strategy']",1
"['Fighting', 'Shooter', 'Platform', 'Strategy', 'Adventure']",1
"['Shooter', 'Simulator', 'Strategy', 'Tactical', 'Arcade']",1
"['Fighting', 'Shooter', 'Platform', 'Sport', 'Arcade']",1
"['Puzzle', 'Simulator', 'Pinball']",1
"['Shooter', 'Music', 'Simulator']",1
"['Shooter', 'Puzzle', 'Role-playing (RPG)', 'Adventure', 'Arcade']",1
"['Music', 'Puzzle', 'Pinball', 'Indie']",1
"['Shooter', 'Sport', 'Strategy']",1
"['Simulator', 'Turn-based strategy (TBS)', 'Tactical', 'Quiz/Trivia']",1
"['Simulator', 'Sport', 'Adventure', 'Arcade']",1
"['Fighting', 'Music', 'Platform', 'Adventure']",1
"['Puzzle', 'Strategy', 'Turn-based strategy (TBS)', 'Indie', 'Card & Board Game']",1
"['Fighting', 'Shooter', 'Simulator', 'Indie']",1
"['Point-and-click', 'Puzzle', 'Simulator', 'Quiz/Trivia']",1
"['Platform', 'Pinball']",1
"['Puzzle', 'Strategy', ""Hack and slash/Beat 'em up"", 'Indie']",1
"['Point-and-click', 'Puzzle', 'Racing', 'Adventure', 'Indie']",1
"['Shooter', 'Platform', 'Puzzle', 'Strategy', 'Adventure', 'Indie']",1
"['Sport', 'Strategy', 'Adventure']",1
"['Puzzle', 'Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Adventure', 'Indie']",1
"['Shooter', 'Real Time Strategy (RTS)', 'Sport', 'Strategy', 'Indie']",1
"['Platform', 'Puzzle', 'Role-playing (RPG)', 'Turn-based strategy (TBS)', 'Indie']",1
"['Platform', 'Role-playing (RPG)', 'Simulator', 'Strategy']",1
"['Music', 'Simulator', 'Strategy']",1
"['Racing', 'Real Time Strategy (RTS)', 'Strategy', 'MOBA']",1
"['Fighting', 'Platform', ""Hack and slash/Beat 'em up"", 'Adventure', 'Indie', 'Arcade']",1
"['Shooter', 'Puzzle', 'Role-playing (RPG)', 'Strategy']",1
"['Real Time Strategy (RTS)', 'Role-playing (RPG)', 'Sport', 'Strategy', 'Turn-based strategy (TBS)']",1
"['Fighting', 'Platform', 'Sport', 'Pinball']",1
"['Shooter', 'Puzzle', 'Pinball']",1
"['Role-playing (RPG)', 'Simulator', 'Tactical']",1
"['Real Time Strategy (RTS)', 'Strategy', 'Pinball']",1
"['Fighting', 'Shooter', 'Puzzle', 'Racing', 'Sport', 'Adventure', 'Arcade']",1
"['Fighting', 'Puzzle', 'Indie']",1
"['Shooter', 'Role-playing (RPG)', 'Sport', 'Strategy', 'Pinball', 'Arcade']",1
"['Shooter', 'Puzzle', 'Strategy', 'Arcade']",1
"['Racing', 'Simulator', 'Sport', 'Strategy', 'Adventure', 'Arcade']",1
"['Music', 'Sport', 'Adventure']",1
"['Puzzle', 'Role-playing (RPG)', 'Pinball', 'Adventure', 'Indie', 'Arcade']",1
"['Fighting', 'Role-playing (RPG)', 'Strategy', 'Turn-based strategy (TBS)', 'Indie']",1
"['Fighting', 'Platform', 'Role-playing (RPG)', 'Adventure', 'Indie']",1
"['Fighting', 'Puzzle', 'Role-playing (RPG)', 'Simulator', 'Strategy', ""Hack and slash/Beat 'em up"", 'Adventure', 'Indie']",1
"['Music', 'Puzzle', 'Simulator', 'Strategy', 'Indie']",1
"['Shooter', 'Platform', 'Role-playing (RPG)', 'Simulator', 'Adventure', 'Indie']",1
"['Music', 'Strategy', 'Adventure']",1
"['Music', 'Platform', 'Puzzle', 'Indie', 'Arcade']",1
"['Music', 'Puzzle', 'Strategy', 'Indie']",1
"['Platform', 'Puzzle', 'Simulator', 'Strategy', 'Indie']",1
"['Fighting', 'Music', 'Adventure', 'Indie']",1
"['Shooter', 'Platform', 'Pinball', 'Arcade']",1
"['Platform', 'Puzzle', 'Adventure', 'Visual Novel']",1
"['Shooter', 'Racing', 'Role-playing (RPG)', 'Simulator', ""Hack and slash/Beat 'em up"", 'Adventure']",1
"['Shooter', 'Role-playing (RPG)', 'Simulator', 'Tactical']",1
"['Puzzle', 'Racing', 'Strategy', 'Pinball']",1
"['Shooter', 'Real Time Strategy (RTS)', 'Role-playing (RPG)', 'Simulator', 'Strategy']",1
"['Shooter', 'Puzzle', 'Strategy', 'Quiz/Trivia', 'Adventure']",1
"['Real Time Strategy (RTS)', 'Strategy', 'Card & Board Game']",1
"['Shooter', 'Racing', 'Simulator', 'Strategy', 'Tactical', 'Adventure']",1
"['Simulator', 'Strategy', 'Tactical', 'Arcade']",1
"['Simulator', 'Strategy', 'Turn-based strategy (TBS)', 'Tactical', 'Adventure', 'Indie']",1
"['Racing', 'Simulator', 'Tactical']",1
"['Puzzle', 'Role-playing (RPG)', 'Simulator', 'Strategy', 'Turn-based strategy (TBS)', 'Adventure', 'Indie', 'Card & Board Game']",1
"['Fighting', 'Shooter', 'Role-playing (RPG)']",1
"['Role-playing (RPG)', 'Quiz/Trivia', 'Indie']",1
"['Shooter', 'Platform', 'Role-playing (RPG)', 'Indie']",1
"['Platform', 'Puzzle', 'Pinball']",1
"['Sport', ""Hack and slash/Beat 'em up"", 'Arcade']",1
